codec,rate_label,sample_rate,stimulus,reference_hz,delta_cents,rep,f_in_hz,k,f_k_hz,peak_shift_cents,in_peak_cents,width_cents,zero_level_db,grid_level_db,second_cents,second_level_db,est8_cents,est2_cents
encodec,3.0kbps,24000,tone,110.0,-20.0,0,108.7365,9,978.629,13.5357,-0.0001,3.455,-14.758,-6.008,20.33,-0.252,0.1133,0.0447
encodec,3.0kbps,24000,tone,110.0,-20.0,0,108.7365,10,1087.365,24.1474,-0.0006,2.552,-13.841,-8.804,17.053,-8.316,0.1133,0.0447
encodec,3.0kbps,24000,tone,110.0,-20.0,0,108.7365,11,1196.102,-95.2587,0.001,3.045,-11.425,-12.047,-71.541,-3.402,0.1133,0.0447
encodec,3.0kbps,24000,tone,110.0,-20.0,0,108.7365,12,1304.839,24.2141,0.0005,3.085,-10.781,-13.158,16.163,-1.007,0.1133,0.0447
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,1,108.737,0.0389,-0.0049,26.237,0.0,-7.811,nan,nan,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,2,217.473,-0.2115,-0.005,13.121,-0.006,-30.689,nan,nan,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,3,326.21,0.1416,0.0023,8.624,-0.005,-20.367,58.248,-14.267,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,4,434.946,0.04,0.0005,6.741,-0.0,-17.389,15.862,-14.47,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,5,543.683,0.2185,-0.0006,5.174,-0.02,-28.54,12.139,-10.819,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,6,652.419,0.3286,-0.0013,4.372,-0.058,-17.122,21.21,-7.717,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,7,761.156,-25.475,0.0013,4.491,-2.21,-16.243,-0.385,-2.113,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,8,869.892,-91.2762,0.0005,3.649,-0.561,-7.235,0.038,-0.558,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,9,978.629,0.5671,-0.0001,3.562,-0.32,-8.031,19.529,-0.12,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,10,1087.365,28.8834,-0.0006,3.046,-10.16,-12.774,24.686,-2.68,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,11,1196.102,38.7029,0.001,2.656,-7.116,-9.801,-22.02,-0.507,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,1,108.7365,12,1304.839,-0.2171,0.0005,2.217,-0.11,-4.512,21.21,-0.709,0.0083,-0.0705
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,1,108.737,0.0355,-0.0049,25.508,0.0,-8.009,nan,nan,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,2,217.473,-0.1487,-0.0049,13.12,-0.004,-26.817,-60.356,-15.039,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,3,326.21,0.0341,0.0023,8.624,-0.001,-28.383,-20.075,-17.612,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,4,434.946,0.2349,0.0005,6.741,-0.016,-19.378,28.365,-15.296,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,5,543.683,0.1393,-0.0006,5.101,-0.008,-17.203,36.216,-15.659,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,6,652.419,0.0788,-0.0013,4.312,-0.002,-15.215,9.773,-11.072,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,7,761.156,-0.3818,0.0013,3.801,-0.109,-20.65,17.486,-5.294,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,8,869.892,-0.6243,0.0005,2.962,-0.526,-14.777,-91.578,-3.885,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,9,978.629,0.0792,-0.0001,2.834,-0.009,-5.386,26.721,-0.881,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,10,1087.365,30.2197,-0.0006,5.374,-1.512,-12.532,6.267,-1.304,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,11,1196.102,5.5013,0.001,2.213,-5.118,-15.067,-10.717,-4.811,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,-20.0,2,108.7365,12,1304.839,15.1988,0.0005,2.86,-15.156,-4.474,4.874,-0.729,0.0561,-0.0566
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,1,110.0,-0.1678,-0.0006,25.579,0.0,0.0,nan,nan,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,2,220.0,0.0365,-0.0006,12.787,0.0,0.0,39.54,-16.077,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,3,330.0,0.0208,-0.0006,8.405,0.0,-0.624,-26.001,-18.116,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,4,440.0,-0.1242,-0.0006,6.485,-0.005,-0.005,39.276,-15.31,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,5,550.0,0.1473,-0.0006,5.115,-0.009,-20.913,-15.913,-13.669,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,6,660.0,-0.1076,-0.0006,4.263,-0.009,-2.324,13.287,-9.872,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,7,770.0,-0.5151,-0.0006,3.706,-0.246,-12.174,22.404,-1.844,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,8,880.0,-0.277,-0.0006,3.558,-0.079,-0.079,19.309,-4.774,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,9,990.0,0.23,-0.0006,2.921,-0.068,-24.965,-8.859,-5.285,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,10,1100.0,7.6324,-0.0006,2.833,-10.788,-18.201,0.514,-10.266,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,11,1210.0,-58.1286,-0.0006,2.269,-10.85,-14.024,-43.665,-1.405,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,0,110.0,12,1320.0,-0.1429,-0.0006,2.132,-0.061,-8.91,6.362,-12.038,-0.029,-0.0723
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,1,110.0,0.192,-0.0006,25.574,-0.0,-0.0,nan,nan,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,2,220.0,-0.2456,-0.0006,12.79,-0.004,-0.004,-38.97,-16.334,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,3,330.0,-0.2492,-0.0006,8.406,-0.011,-0.461,52.751,-17.949,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,4,440.0,0.1079,-0.0006,6.393,-0.003,-0.003,38.747,-17.386,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,5,550.0,0.0453,-0.0006,4.971,0.0,-17.068,-79.903,-12.805,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,6,660.0,-0.3012,-0.0006,4.263,-0.064,-1.876,13.406,-15.218,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,7,770.0,33.4295,-0.0006,3.836,-7.861,-4.391,43.609,-6.774,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,8,880.0,9.5965,-0.0006,3.179,-5.667,-5.667,-90.906,-4.717,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,9,990.0,0.0143,-0.0006,2.962,0.0,-21.374,-8.738,-6.427,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,10,1100.0,8.7659,-0.0006,2.545,-18.672,-10.183,12.858,-8.816,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,11,1210.0,-43.1809,-0.0006,2.72,-7.976,-13.846,-87.919,-1.648,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,1,110.0,12,1320.0,-6.6221,-0.0006,2.049,-14.52,-10.71,-3.326,-4.851,2.1894,0.0396
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,1,110.0,0.1694,-0.0006,25.574,0.0,0.0,nan,nan,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,2,220.0,-0.0718,-0.0006,12.789,0.0,0.0,-81.677,-19.787,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,3,330.0,-0.2129,-0.0006,8.166,-0.009,-0.52,-80.733,-19.13,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,4,440.0,0.0659,-0.0006,6.394,-0.001,-0.001,-16.64,-18.33,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,5,550.0,-0.2417,-0.0006,5.116,-0.029,-16.026,-63.159,-14.934,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,6,660.0,-0.0474,-0.0006,4.383,-0.002,-2.35,13.287,-7.792,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,7,770.0,-0.6718,-0.0006,3.655,-0.417,-9.21,34.048,-0.76,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,8,880.0,9.4617,-0.0006,3.717,-5.985,-5.985,-91.049,-4.895,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,9,990.0,-9.3176,-0.0006,2.777,-17.069,-14.643,-17.772,-4.91,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,10,1100.0,6.4612,-0.0006,2.871,-8.481,-3.42,13.501,-3.392,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,11,1210.0,0.3613,-0.0006,2.75,-0.204,-13.818,-58.574,-1.103,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,0.0,2,110.0,12,1320.0,-0.8144,-0.0006,2.973,-0.866,-1.95,-6.698,-5.831,0.242,0.0451
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,1,111.278,-0.2403,-0.0039,24.931,-0.002,-8.001,nan,nan,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,2,222.556,-0.2019,-0.0039,13.176,-0.005,-24.869,-57.497,-19.536,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,3,333.834,-0.1641,0.0032,9.141,-0.002,-23.701,nan,nan,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,4,445.113,0.0412,0.0014,6.32,-0.001,-18.772,-9.754,-16.963,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,5,556.391,0.0014,0.0003,4.843,0.0,-13.581,-22.225,-12.662,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,6,667.669,-0.0572,-0.0004,4.51,-0.002,-13.26,-13.937,-3.522,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,7,778.947,0.8392,-0.0009,4.931,-0.432,-2.978,88.225,-9.836,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,8,890.225,-0.1241,-0.0012,2.982,-0.028,-17.843,-8.859,-6.451,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,9,1001.503,-21.1197,0.0008,3.524,-7.309,-9.643,-16.272,-1.293,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,10,1112.781,-12.0846,0.0003,2.761,-19.525,-17.117,-4.641,-12.351,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,11,1224.06,100.0287,-0.0,0.458,-15.505,-19.8,-94.671,-3.743,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,0,111.2781,12,1335.338,-22.3396,-0.0004,4.421,-11.963,-0.231,-15.763,-4.568,-0.082,-0.227
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,1,111.278,0.1754,-0.0039,25.638,0.0,-7.9,nan,nan,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,2,222.556,-0.0245,-0.0039,12.285,-0.0,-27.219,nan,nan,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,3,333.834,0.4033,0.0032,8.069,-0.038,-25.757,25.047,-18.795,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,4,445.113,-0.1408,0.0014,6.232,-0.004,-11.969,-17.651,-10.869,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,5,556.391,0.1195,0.0003,4.842,-0.008,-15.56,-7.929,-11.844,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,6,667.669,0.0435,-0.0004,4.451,-0.001,-20.617,-11.307,-11.557,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,7,778.947,0.1864,-0.0009,4.781,-0.016,-14.99,-78.607,-5.507,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,8,890.225,-11.6688,-0.0012,4.705,-5.151,-2.874,-18.64,-1.841,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,9,1001.503,-26.0207,0.0008,3.776,-15.852,-6.374,-17.111,-10.887,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,10,1112.781,-7.4497,0.0003,2.396,-13.103,-2.384,-12.119,-2.375,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,11,1224.06,93.9848,-0.0,2.759,-13.438,-16.783,-54.989,-4.658,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,1,111.2781,12,1335.338,-17.9275,-0.0004,3.088,-2.734,-6.439,-31.012,-0.302,-0.1064,0.0834
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,1,111.278,0.1534,-0.0039,25.279,0.0,-8.264,nan,nan,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,2,222.556,-0.2083,-0.0039,13.178,-0.005,-23.96,nan,nan,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,3,333.834,0.1465,0.0032,8.426,-0.007,-21.419,-13.16,-14.485,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,4,445.113,-0.0133,0.0014,6.054,0.0,-17.986,-10.202,-13.319,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,5,556.391,0.1966,0.0003,5.056,-0.019,-22.898,-17.255,-17.501,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,6,667.669,0.0705,-0.0004,4.392,-0.003,-11.739,-24.318,-7.541,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,7,778.947,0.159,-0.0009,4.273,-0.014,-8.723,10.462,-8.294,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,8,890.225,0.9129,-0.0012,2.847,-1.246,-7.278,-13.204,-2.701,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,9,1001.503,-24.4564,0.0008,5.614,-4.724,-0.205,-16.512,-3.733,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,10,1112.781,-13.236,0.0003,2.691,-19.298,-14.728,-9.074,-8.971,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,11,1224.06,13.6879,-0.0,3.276,-17.038,-13.486,-42.204,-0.419,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,20.0,2,111.2781,12,1335.338,-25.2694,-0.0004,2.379,-12.152,-7.106,-18.34,-0.924,0.0948,-0.0189
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,1,112.571,0.6372,0.0064,24.632,-0.011,-24.987,nan,nan,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,2,225.142,-1.5764,-0.004,12.508,-0.204,-25.9,nan,nan,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,3,337.713,-0.273,-0.0005,8.801,-0.012,-22.643,-14.247,-13.721,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,4,450.285,1.0816,0.0012,7.388,-0.295,-20.912,-48.657,-18.931,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,5,562.856,1.0075,-0.0019,5.065,-0.472,-17.571,-14.886,-11.748,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,6,675.427,-0.0467,-0.0005,4.107,-0.002,-4.539,-41.071,-4.046,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,7,787.998,81.4276,0.0005,4.27,-9.29,-23.766,1.4,-7.175,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,8,900.569,72.2611,0.0012,5.53,-15.119,-19.727,-70.425,-8.858,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,9,1013.14,-45.1454,-0.0005,8.959,-3.421,-0.579,-66.448,-2.128,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,10,1125.711,-30.8407,0.0002,2.831,-15.546,-11.282,-1.165,-12.506,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,11,1238.282,100.0175,0.0007,0.785,-1.194,-17.474,-0.14,-1.186,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,0,112.5711,12,1350.854,47.1204,-0.0005,2.998,-10.538,-10.242,-46.698,-3.836,-0.365,-0.1916
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,1,112.571,0.7988,0.0064,24.981,-0.015,-39.678,nan,nan,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,2,225.142,0.2118,-0.004,12.671,-0.002,-24.286,nan,nan,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,3,337.713,-1.4109,-0.0005,8.103,-0.376,-23.55,11.353,-10.45,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,4,450.285,-0.4698,0.0012,6.778,-0.055,-20.239,-61.284,-18.32,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,5,562.856,0.4472,-0.0019,4.927,-0.086,-16.984,-21.074,-15.263,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,6,675.427,-2.8902,-0.0005,7.574,-1.963,-25.862,93.365,-7.736,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,7,787.998,-0.1677,0.0005,4.124,-0.018,-19.587,77.145,-14.236,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,8,900.569,-2.2053,0.0012,2.82,-10.326,-23.43,-71.846,-5.3,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,9,1013.14,0.8405,-0.0005,3.44,-0.817,-13.265,61.482,-2.318,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,10,1125.711,-60.0253,0.0002,3.025,-1.544,-10.832,-0.284,-1.44,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,11,1238.282,98.805,0.0007,2.086,-13.903,-34.133,-53.403,-2.138,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,1,112.5711,12,1350.854,-47.9796,-0.0005,2.352,-16.853,-4.651,-43.205,-2.548,-0.0985,0.6357
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,1,112.571,0.7415,0.0064,24.981,-0.013,-24.959,nan,nan,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,2,225.142,0.5542,-0.004,12.668,-0.018,-28.321,nan,nan,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,3,337.713,1.0982,-0.0005,8.442,-0.2,-24.704,-12.119,-12.719,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,4,450.285,0.6107,0.0012,8.093,-0.078,-37.285,nan,nan,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,5,562.856,0.5369,-0.0019,4.856,-0.132,-13.651,-14.673,-12.197,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,6,675.427,-0.2378,-0.0005,3.99,-0.047,-19.064,93.198,-7.642,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,7,787.998,-84.9012,0.0005,5.334,-2.1,-7.879,-0.008,-2.1,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,8,900.569,-74.5241,0.0012,3.216,-1.348,-16.394,-0.24,-1.258,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,9,1013.14,61.7536,-0.0005,2.566,-1.547,-12.011,0.361,-1.404,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,10,1125.711,-0.6985,0.0002,2.535,-0.907,-11.282,-32.693,-5.905,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,11,1238.282,-0.9804,0.0007,3.33,-1.173,-17.507,-55.318,-0.835,0.5246,0.5374
encodec,3.0kbps,24000,tone,110.0,40.0,2,112.5711,12,1350.854,-48.8251,-0.0005,1.871,-13.217,-8.985,-45.161,-2.189,0.5246,0.5374
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,1,214.975,-0.1692,0.0045,13.088,0.0,-24.094,nan,nan,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,2,429.95,-0.1289,-0.001,6.544,-0.006,-20.483,20.174,-15.141,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,3,644.926,0.1556,0.0008,4.3,-0.018,-13.56,-26.7,-11.785,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,4,859.901,-0.1373,-0.001,3.364,-0.025,-4.165,38.523,-1.975,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,5,1074.876,47.6018,0.0001,2.762,-13.602,-16.363,-49.057,-10.093,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,6,1289.851,33.533,0.0008,2.23,-20.794,-6.271,40.82,-0.373,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,7,1504.826,-5.5103,-0.0002,1.902,-15.566,-23.038,34.34,-5.866,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,8,1719.802,49.8456,0.0004,1.791,-17.587,-10.065,30.234,-2.65,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,9,1934.777,40.2817,-0.0004,1.541,-31.88,-3.852,35.902,-3.66,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,10,2149.752,-40.4986,0.0001,1.491,-17.689,-22.512,28.244,-7.485,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,11,2364.727,61.2997,-0.0005,1.148,-12.809,-13.675,25.573,-2.068,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,0,214.9752,12,2579.702,23.5038,-0.0001,1.061,-45.176,-34.242,-89.342,-4.608,7.1499,-0.1376
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,1,214.975,-0.1633,0.0045,13.088,0.0,-21.14,nan,nan,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,2,429.95,0.0259,-0.001,6.451,0.0,-19.299,-40.262,-13.881,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,3,644.926,0.0381,0.0008,4.424,-0.002,-19.943,-40.482,-9.218,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,4,859.901,0.2419,-0.001,3.732,-0.044,-6.528,-40.592,-4.427,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,5,1074.876,40.8767,0.0001,5.831,-12.36,-17.939,-57.115,-4.846,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,6,1289.851,47.0849,0.0008,2.541,-7.579,-9.759,39.95,-0.088,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,7,1504.826,-5.3869,-0.0002,1.902,-15.55,-16.788,45.43,-2.411,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,8,1719.802,49.8196,0.0004,1.589,-19.597,-6.664,78.879,-4.456,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,9,1934.777,39.9843,-0.0004,1.581,-17.994,-15.342,44.467,-0.907,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,10,2149.752,-40.6304,0.0001,1.34,-10.589,-16.715,55.716,-1.691,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,11,2364.727,25.6998,-0.0005,1.139,-12.714,-15.144,64.624,-4.162,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,1,214.9752,12,2579.702,23.5083,-0.0001,1.061,-22.479,-28.125,-86.013,-9.929,5.8505,-0.0561
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,1,214.975,0.0693,0.0045,13.087,-0.001,-26.379,nan,nan,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,2,429.95,0.04,-0.001,6.543,0.0,-19.49,20.903,-12.477,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,3,644.926,0.2055,0.0008,4.546,-0.028,-22.267,52.572,-12.724,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,4,859.901,-0.3194,-0.001,3.457,-0.111,-15.391,21.039,-5.407,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,5,1074.876,41.6183,0.0001,2.735,-13.634,-20.58,47.952,-1.289,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,6,1289.851,38.5647,0.0008,2.434,-6.926,-0.524,42.23,-1.584,4.0189,0.0583
encodec,3.0kbps,24000,tone,220.0,-40.0,2,214.9752,7,1504.826,-5.6341,-0.0002,1.796,-9.935,-6.899,-17.649,-6.342,4.0189,0.0583
