codec,rate_label,sample_rate,stimulus,reference_hz,delta_cents,rep,f_in_hz,k,f_k_hz,peak_shift_cents,in_peak_cents,in_level_db,width_cents,zero_level_db,grid_level_db,second_cents,second_level_db,est8_cents,est2_cents
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,1,300.529,0.1205,0.1383,0.0,9.361,-0.003,-32.92,nan,nan,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,2,601.058,4.6121,4.593,-13.56,4.339,-22.225,-18.617,-2.548,-12.907,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,3,901.587,-37.3263,10.9439,-42.88,4.087,-3.856,-24.975,1.629,-2.014,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,4,1202.116,-2.8879,2.5006,-95.58,2.542,-9.302,-29.328,-13.741,-11.089,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,5,1502.644,-1.5272,0.261,-90.9,2.375,-3.502,-20.387,-9.428,-0.441,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,6,1803.173,-2.0816,1.6345,-96.74,1.188,-5.497,-25.667,-4.023,-2.097,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,7,2103.702,-3.8282,-0.0427,-96.17,1.378,-21.396,-21.166,-5.927,-3.944,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,8,2404.231,-3.7846,1.3029,-98.31,1.487,-18.535,-22.373,-57.942,-10.82,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,9,2704.76,-3.4561,-0.1505,-101.57,1.072,-10.849,-28.389,0.604,-6.82,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,10,3005.289,-3.1219,0.978,-96.49,1.043,-13.837,-25.403,-46.964,-12.609,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,11,3305.818,-2.7481,42.855,-101.31,1.056,-16.643,-28.151,35.762,-16.05,0.6463,0.6516
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,12,3606.347,-2.4051,39.9359,-96.65,0.77,-12.056,-35.868,1.892,-9.493,0.6463,0.6516
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,1,682.504,0.6323,0.5894,0.0,4.295,-0.266,-33.381,nan,nan,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,2,1365.007,1.1334,6.7032,-59.66,2.147,-3.972,-21.706,-2.181,-9.846,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,3,2047.511,0.1145,0.5857,-82.08,1.645,-0.06,-4.644,37.444,-2.164,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,4,2730.015,-0.3964,4.747,-98.09,2.757,-0.787,-9.662,43.47,-2.531,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,5,3412.518,52.3539,0.5558,-86.9,0.766,-18.444,-31.927,92.522,-9.501,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,6,4095.022,9.4435,-28.546,-96.59,0.626,-8.123,-27.276,-61.29,-1.888,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,7,4777.525,37.7053,0.5701,-89.43,0.641,-18.756,-45.826,-52.247,-1.533,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,8,5460.029,-45.8777,-21.2137,-97.12,0.477,-12.116,-32.033,-19.136,-1.971,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,9,6142.533,-16.9341,0.6042,-91.75,0.476,-28.757,-18.893,-64.605,-1.864,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,10,6825.036,-36.4829,-61.6071,-85.57,0.433,-23.231,-30.677,92.632,-12.292,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,11,7507.54,66.1871,39.9319,-77.35,0.391,-15.709,-64.241,47.769,-4.384,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,-40.0,0,682.5036,12,8190.044,26.7259,-51.1025,-88.26,0.353,-42.163,-36.731,-84.452,-10.81,0.6339,0.6336
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,1,714.782,0.5039,0.5886,0.0,4.156,-0.188,-31.289,nan,nan,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,2,1429.564,1.0809,6.7037,-60.91,2.105,-3.794,-6.014,-33.575,-1.836,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,3,2144.347,-0.3755,0.5947,-81.34,1.83,-0.551,-11.07,-27.584,-6.579,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,4,2859.129,83.1651,4.727,-97.99,1.07,-7.324,-17.007,15.683,-4.281,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,5,3573.911,67.099,0.5651,-86.09,0.8,-22.146,-23.704,-43.534,-4.202,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,6,4288.693,-36.1924,-28.5426,-95.89,0.689,-15.173,-24.536,56.376,-0.508,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,7,5003.475,94.7206,0.576,-88.7,0.495,-18.259,-23.151,-31.053,-4.63,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,8,5718.257,83.4467,-21.2183,-96.26,0.449,-14.699,-23.798,-35.462,-4.409,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,9,6433.04,74.2431,0.6012,-90.84,0.437,-33.619,-25.03,-87.683,-14.749,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,10,7147.822,12.6643,-58.335,-77.21,0.402,-25.3,-22.464,99.299,-0.635,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,11,7862.604,90.6236,37.1043,-85.59,0.368,-36.766,-31.381,-13.81,-11.433,0.5011,0.5014
encodec,3.0kbps,24000,note,698.4565,40.0,0,714.7822,12,8577.386,-60.0133,-48.3725,-70.98,0.368,-33.661,-32.135,-36.139,-14.661,0.5011,0.5014
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,1,341.252,12.9579,13.0151,0.0,8.644,-25.669,-30.53,nan,nan,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,2,682.504,11.772,11.7836,-18.76,5.478,-18.372,-21.966,57.553,-12.115,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,3,1023.755,44.2106,12.3823,-42.76,3.961,-41.093,-15.829,14.701,-9.337,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,4,1365.007,35.8816,12.1007,-50.11,1.962,-17.788,-7.553,45.21,-5.549,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,5,1706.259,11.3086,12.4274,-77.42,1.892,-10.996,-21.408,93.512,-0.338,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,6,2047.511,79.3255,12.1886,-82.5,1.553,-16.267,-16.846,11.186,-3.734,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,7,2388.763,-56.027,12.8666,-80.56,1.302,-25.461,-19.075,39.512,-0.507,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,8,2730.015,-47.2681,12.9536,-83.51,1.313,-29.612,-31.774,47.768,-9.403,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,9,3071.266,-40.7682,12.8756,-83.13,0.911,-21.212,-26.06,-84.818,-12.613,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,10,3412.518,-35.2524,12.8656,-83.21,0.936,-27.75,-29.89,-81.05,-12.452,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,11,3753.77,85.514,13.0247,-88.42,0.874,-17.697,-19.924,-30.668,-3.815,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,12,4095.022,-65.1232,12.9857,-85.11,0.874,-22.167,-33.899,-27.173,-6.063,12.9572,12.9402
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,1,357.391,13.0115,13.0078,0.0,8.363,-21.889,-27.39,nan,nan,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,2,714.782,11.1137,11.7573,-19.16,6.003,-18.713,-34.185,-27.734,-11.171,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,3,1072.173,-35.4836,12.3887,-43.96,2.905,-23.191,-22.345,-56.647,-3.326,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,4,1429.564,-42.9816,12.0419,-51.52,3.78,-13.03,-9.449,-23.43,-1.044,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,5,1786.955,-27.9605,12.6207,-76.21,2.817,-13.165,-3.468,13.446,-0.087,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,6,2144.347,13.0203,12.2679,-82.62,1.577,-13.629,-21.443,-87.236,-4.852,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,7,2501.738,93.1651,12.8747,-79.43,1.306,-23.373,-23.218,-28.725,-7.872,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,8,2859.129,83.2514,12.958,-83.13,0.951,-23.598,-25.035,74.883,-7.757,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,9,3216.52,75.5509,12.8721,-81.66,0.943,-39.093,-20.25,-53.163,-10.082,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,10,3573.911,-45.7105,12.8703,-82.75,1.389,-13.495,-14.457,-38.765,-1.377,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,11,3931.302,12.39,13.0244,-86.63,1.231,-24.955,-16.95,-95.521,-5.027,12.931,12.9465
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,12,4288.693,60.0236,13.0019,-84.78,0.687,-22.689,-15.198,-36.479,-1.827,12.931,12.9465
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,1,152.01,-0.0121,0.0091,0.0,17.986,0.0,-32.248,nan,nan,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,2,304.021,-23.7159,0.002,-45.72,9.516,-5.679,-7.956,18.297,-5.176,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,3,456.031,-15.4044,0.0172,-50.55,5.698,-9.072,-15.454,-25.234,-3.738,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,4,608.042,-23.3445,0.0102,-51.64,5.35,-3.046,-14.991,0.147,-3.036,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,5,760.052,-18.3969,0.0158,-53.09,4.005,-21.288,-21.896,-27.44,-7.008,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,6,912.062,-19.6215,0.0126,-53.21,5.804,-4.426,-22.68,0.19,-4.4,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,7,1064.073,-19.757,0.0033,-53.7,3.202,-11.19,-11.728,93.186,-4.678,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,8,1216.083,-23.4262,-0.1935,-72.12,2.411,-14.409,-42.778,-19.183,-2.866,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,9,1368.094,-25.4653,0.0644,-74.22,2.704,-3.445,-26.082,-20.187,-1.787,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,10,1520.104,-18.4224,0.0397,-76.71,5.036,-5.549,-5.528,-46.641,-5.177,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,11,1672.114,51.7144,-0.0029,-76.32,1.564,-1.668,-12.163,-16.544,-0.782,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,-40.0,0,152.0104,12,1824.125,-23.13,-0.0098,-80.76,2.201,-14.022,-13.711,-98.923,-6.351,-0.0112,-0.0066
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,1,159.2,-0.0247,-0.0044,0.0,17.174,-0.0,-35.497,nan,nan,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,2,318.399,0.0152,0.0049,-45.58,10.205,0.0,-8.819,-48.983,-4.009,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,3,477.599,-0.2117,0.0143,-50.42,6.472,-0.017,-27.892,-67.56,-1.228,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,4,636.799,0.6126,0.0099,-51.5,4.603,-0.217,-22.712,-76.533,-3.868,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,5,795.998,-81.8283,0.0161,-52.94,3.653,-25.453,-32.856,62.012,-8.834,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,6,955.198,0.7573,0.0121,-53.07,2.985,-0.816,-21.839,35.466,-2.802,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,7,1114.397,2.2581,0.0029,-53.6,2.308,-8.86,-26.63,-87.765,-2.728,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,8,1273.597,-90.0604,-0.1852,-71.82,2.065,-20.797,-14.456,-34.259,-2.412,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,9,1432.797,-90.9035,0.0554,-74.06,1.953,-2.393,-19.054,-0.023,-2.391,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,10,1591.996,-82.1369,0.0271,-76.54,1.775,-6.012,-9.79,-92.515,-3.053,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,11,1751.196,47.4164,-0.0099,-76.19,1.541,-5.863,-19.525,0.251,-5.681,-0.0351,-0.0353
encodec,3.0kbps,24000,note,155.5635,40.0,0,159.1996,12,1910.396,43.8843,-0.005,-80.56,1.416,-3.255,-17.171,-94.227,-1.066,-0.0351,-0.0353
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,1,214.975,-0.0661,0.0069,0.0,12.718,0.0,-39.887,nan,nan,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,2,429.95,40.6467,0.0183,-49.85,6.211,-10.777,-0.128,77.867,-4.6,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,3,644.926,52.9846,0.0299,-55.29,4.171,-13.437,-16.951,-96.863,-5.128,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,4,859.901,0.0106,0.0174,-56.18,3.502,0.0,-22.861,59.843,-7.924,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,5,1074.876,0.5481,0.0228,-57.82,2.58,-0.574,-21.635,-15.592,-2.109,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,6,1289.851,0.0328,0.0227,-58.97,2.304,-0.004,-25.277,-6.693,-7.52,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,7,1504.826,-0.1219,0.0085,-61.22,2.054,-0.045,-36.633,90.12,-3.891,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,8,1719.801,78.8695,-0.0414,-65.57,1.519,-3.869,-15.476,69.321,-3.142,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,9,1934.777,0.037,-0.0074,-68.01,1.884,-0.003,-15.393,70.4,-0.229,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,10,2149.752,28.2088,-0.017,-71.08,1.288,-6.033,-29.97,-0.02,-6.031,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,11,2364.727,-7.3033,-0.0117,-69.2,1.144,-9.952,-11.869,25.375,-6.569,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,-40.0,0,214.9752,12,2579.702,-6.6154,-0.0021,-73.38,1.203,-7.075,-17.766,23.511,-0.831,-0.0513,-0.0518
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,1,225.142,0.4425,-0.0016,0.0,12.14,-0.011,-33.589,nan,nan,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,2,450.285,-1.7654,0.0248,-49.88,6.607,-0.866,-23.739,-21.716,-15.679,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,3,675.427,-1.7776,0.0372,-55.34,7.218,-1.36,-22.932,17.055,-13.773,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,4,900.569,0.3304,0.0201,-56.22,3.035,-0.16,-37.253,-4.779,-11.66,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,5,1125.711,0.3755,0.0247,-57.85,2.147,-0.381,-22.325,42.177,-8.584,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,6,1350.854,0.2924,0.0239,-59.0,2.082,-0.226,-33.1,92.086,-9.216,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,7,1575.996,79.4383,0.011,-61.35,2.041,-2.878,-31.189,0.319,-2.665,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,8,1801.138,-0.8599,-0.0422,-65.51,2.796,-1.451,-33.964,43.88,-7.296,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,9,2026.28,-66.7536,-0.0117,-68.04,1.524,-2.79,-20.892,-0.539,-1.619,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,10,2251.423,76.2198,-0.0244,-71.12,1.381,-17.504,-43.592,55.13,-4.954,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,11,2476.565,-88.7839,-0.0165,-69.22,1.381,-19.093,-23.501,-20.534,-5.328,0.3901,0.3901
encodec,3.0kbps,24000,note,220.0,40.0,0,225.1423,12,2701.707,46.1259,-0.0034,-73.35,1.371,-36.711,-28.39,-49.563,-6.031,0.3901,0.3901
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,1,135.426,-5.0815,-5.2096,0.0,21.422,-0.699,-31.992,nan,nan,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,2,270.852,-3.7627,-3.9336,-6.75,11.583,-1.323,-22.243,-29.91,-12.642,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,3,406.278,-5.7337,-5.4958,-0.13,8.806,-4.006,-29.271,44.907,-17.539,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,4,541.703,0.9996,1.5615,-15.98,6.141,-0.349,-8.588,22.284,-6.32,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,5,677.129,-47.6462,-2.1694,-15.92,5.775,-8.126,-0.703,-29.404,-3.8,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,6,812.555,-6.6643,-7.2621,-15.4,3.231,-3.286,-7.081,26.708,-0.97,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,7,947.981,-9.238,4.2046,-11.67,5.336,-9.108,-10.284,5.387,-5.298,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,8,1083.407,3.9702,7.8924,-3.05,8.601,-13.143,-35.182,20.731,-8.674,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,9,1218.833,3.3111,7.7645,-7.68,2.823,-14.872,-9.815,7.053,-1.308,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,10,1354.259,-48.1512,3.899,-12.34,1.955,-8.317,-13.135,49.823,-0.147,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,11,1489.685,-6.4382,8.2024,-15.09,2.964,-8.835,-8.52,-17.251,-3.576,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,-40.0,0,135.4259,12,1625.11,41.1778,4.033,-16.03,1.619,-18.332,-11.939,47.139,-7.277,0.1649,-4.2616
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,1,141.831,-6.032,-5.3313,0.0,21.311,-1.04,-23.804,nan,nan,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,2,283.661,-4.4393,-3.83,-6.58,11.625,-1.867,-21.114,-93.172,-15.268,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,3,425.492,-5.9441,-5.6545,-0.45,7.663,-7.352,-34.82,nan,nan,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,4,567.323,1.5062,1.8011,-14.97,5.932,-0.723,-9.573,-8.593,-2.969,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,5,709.154,-7.3828,-1.892,-16.65,11.263,-2.315,-9.427,10.617,-6.281,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,6,850.984,-53.6143,7.4704,-15.67,3.41,-3.8,-10.641,8.358,-2.421,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,7,992.815,-6.4201,-7.276,-12.25,5.688,-7.509,-2.609,5.986,-0.944,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,8,1134.646,8.0168,8.2347,-2.84,3.546,-12.383,-23.377,-7.189,-9.769,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,9,1276.477,6.6376,7.9697,-8.15,4.641,-16.374,-22.472,-60.462,-3.322,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,10,1418.307,-84.8686,7.0819,-12.36,3.169,-3.505,-10.279,-64.285,-0.511,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,11,1560.138,4.8691,8.271,-14.52,3.496,-5.827,-5.153,-36.952,-0.616,1.6227,-5.1597
encodec,3.0kbps,24000,note,138.5913,40.0,0,141.8307,12,1701.969,-45.0542,7.1074,-16.35,2.103,-19.666,-2.345,-41.949,-2.345,1.6227,-5.1597
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,1,341.252,4.6849,-6.1646,0.0,5.674,-13.365,-17.931,-5.993,-1.091,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,2,682.504,13.1103,13.158,-1.14,4.437,-16.117,-21.677,-7.158,-11.47,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,3,1023.755,13.1499,4.7241,2.26,3.303,-16.46,-27.006,4.848,-2.043,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,4,1365.007,45.8424,6.0176,-3.88,2.148,-16.246,-28.289,42.38,-2.594,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,5,1706.259,5.9501,6.3268,-2.87,2.823,-7.302,-6.765,-61.16,-1.614,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,6,2047.511,43.8385,6.9563,-7.68,1.302,-30.23,-19.696,48.299,-9.827,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,7,2388.763,44.8455,0.9835,-20.81,1.39,-13.797,-28.67,38.198,-1.638,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,8,2730.015,42.896,6.7888,-17.85,1.189,-29.837,-11.616,44.602,-2.715,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,9,3071.266,53.8595,5.0146,-24.1,0.976,-26.411,-26.094,56.735,-3.491,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,10,3412.518,9.6831,14.5011,-31.02,0.901,-20.995,-21.483,7.124,-4.049,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,11,3753.77,83.781,6.6814,-29.07,0.795,-31.293,-25.801,84.82,-1.57,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,-40.0,0,341.2518,12,4095.022,-66.8558,6.7915,-35.36,0.795,-31.502,-30.981,-65.818,-1.57,20.3907,10.4761
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,1,357.391,4.7721,4.9009,0.0,6.081,-9.643,-36.668,-5.737,-1.276,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,2,714.782,12.2499,12.9823,-1.96,4.954,-8.716,-12.038,-0.017,-8.716,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,3,1072.173,4.735,4.6193,1.86,2.948,-14.064,-36.994,12.888,-1.483,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,4,1429.564,-39.5438,6.0295,-4.02,1.9,-16.466,-0.698,-36.177,-0.31,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,5,1786.955,6.4617,6.4343,-2.97,3.6,-5.383,-8.407,-28.196,-1.155,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,6,2144.347,-36.2821,6.8437,-7.35,1.453,-16.343,-5.336,-41.307,-3.391,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,7,2501.738,-31.8118,6.1689,-20.83,0.968,-25.563,-17.121,-30.158,-0.184,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,8,2859.129,-34.5371,6.744,-17.95,0.919,-23.387,-14.725,-36.12,-1.031,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,9,3216.52,-52.791,5.0622,-24.15,0.953,-36.109,-21.106,-50.016,-0.529,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,10,3573.911,-48.5125,11.8315,-32.07,0.832,-20.271,-11.738,-45.969,-6.848,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,11,3931.302,10.8697,6.6884,-29.56,0.701,-21.043,-13.565,11.921,-0.346,-3.7644,8.5818
encodec,3.0kbps,24000,note,349.2282,40.0,0,357.3911,12,4288.693,-36.1692,6.7913,-35.77,0.689,-17.358,-15.023,12.595,-3.768,-3.7644,8.5818
encodec,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,1,202.91,-8.9011,-8.7884,0.0,13.742,-5.503,-25.785,-61.268,-16.69,2.2643,-6.0332
