codec,rate_label,sample_rate,stimulus,reference_hz,delta_cents,rep,f_in_hz,k,f_k_hz,peak_shift_cents,in_peak_cents,in_level_db,width_cents,zero_level_db,grid_level_db,second_cents,second_level_db,est8_cents,est2_cents
encodec,24.0kbps,24000,note,233.0819,-40.0,0,227.7583,4,911.033,-1.7337,-1.8243,-7.97,3.352,-3.245,-32.197,nan,nan,-1.8267,-1.7864
encodec,24.0kbps,24000,note,233.0819,-40.0,0,227.7583,5,1138.791,-1.7444,-1.7636,-6.38,2.821,-4.127,-31.304,nan,nan,-1.8267,-1.7864
encodec,24.0kbps,24000,note,233.0819,-40.0,0,227.7583,6,1366.55,-1.9019,-1.9216,-7.48,2.787,-4.961,-32.035,7.365,-19.295,-1.8267,-1.7864
encodec,24.0kbps,24000,note,233.0819,-40.0,0,227.7583,7,1594.308,-4.7567,-1.9107,-17.88,1.645,-8.038,-14.651,-1.849,-1.336,-1.8267,-1.7864
encodec,24.0kbps,24000,note,233.0819,-40.0,0,227.7583,8,1822.066,0.0552,-3.6187,-19.99,2.24,-0.011,-7.813,-40.958,-0.224,-1.8267,-1.7864
encodec,24.0kbps,24000,note,233.0819,-40.0,0,227.7583,9,2049.824,50.1387,-3.6128,-20.86,1.577,-22.771,-26.43,29.494,-10.771,-1.8267,-1.7864
encodec,24.0kbps,24000,note,233.0819,-40.0,0,227.7583,10,2277.583,90.683,-3.546,-12.33,1.238,-14.611,-25.242,44.957,-1.132,-1.8267,-1.7864
encodec,24.0kbps,24000,note,233.0819,-40.0,0,227.7583,11,2505.341,-74.3218,-3.5225,-13.12,1.238,-23.344,-16.897,82.462,-0.635,-1.8267,-1.7864
encodec,24.0kbps,24000,note,233.0819,-40.0,0,227.7583,12,2733.099,-68.1688,-0.374,-34.59,1.071,-33.349,-37.958,75.587,-0.114,-1.8267,-1.7864
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,1,238.53,-1.4819,-1.4638,0.0,11.805,-0.207,-30.023,nan,nan,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,2,477.06,-1.5908,-1.5812,4.1,5.903,-0.85,-43.013,nan,nan,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,3,715.59,-1.6408,-1.6279,1.02,4.101,-1.957,-47.379,nan,nan,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,4,954.12,-1.6109,-1.6041,-7.96,3.159,-2.948,-28.497,nan,nan,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,5,1192.65,-1.6074,-1.5507,-6.32,2.561,-3.946,-26.749,nan,nan,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,6,1431.18,-1.7547,-1.6821,-7.45,2.106,-4.172,-25.66,-15.105,-15.815,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,7,1669.71,-1.778,-1.6685,-17.72,1.592,-22.038,-10.5,-20.476,-3.148,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,8,1908.239,-47.2424,-1.5265,-20.48,1.686,-9.272,-21.675,-32.283,-5.184,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,9,2146.769,-56.2276,-0.1424,-21.75,1.449,-22.788,-25.948,-19.971,-12.016,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,10,2385.299,10.5921,-3.37,-13.54,1.172,-14.055,-21.845,4.607,-4.139,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,11,2623.829,9.5344,-3.8902,-14.65,1.051,-17.932,-8.656,-79.099,-6.86,-1.9019,-1.6375
encodec,24.0kbps,24000,note,233.0819,40.0,0,238.5299,12,2862.359,8.603,-0.323,-34.23,1.006,-29.967,-31.4,81.243,-16.534,-1.9019,-1.6375
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,1,143.479,-17.7056,-21.7334,0.0,47.204,-2.256,-11.051,87.328,-17.185,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,2,286.957,-100.1014,-100.1014,16.34,15.729,-12.37,-26.457,-49.495,-7.828,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,3,430.436,-7.9265,-8.0414,7.6,34.575,-2.822,-27.027,31.83,-13.456,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,4,573.915,-100.0283,-100.0283,6.72,4.748,-8.884,-30.132,-14.68,-4.523,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,5,717.394,-10.1412,-10.1211,3.7,31.07,-4.127,-10.168,-86.722,-12.141,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,6,860.872,-26.4232,-26.6339,0.62,32.996,-6.127,-31.712,-85.968,-4.048,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,7,1004.351,-93.9538,-95.863,-4.84,9.326,-16.211,-10.863,-12.98,-2.819,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,8,1147.83,97.5566,98.2094,5.17,11.245,-13.587,-16.849,64.996,-11.578,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,9,1291.308,-95.886,-96.0289,0.97,7.817,-6.584,-21.832,70.057,-3.146,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,10,1434.787,-24.2736,53.2493,-3.11,6.864,-11.523,-9.181,-96.039,-0.39,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,11,1578.266,91.7265,-24.3523,-8.0,4.286,-12.852,-15.608,-41.402,-2.043,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,-40.0,0,143.4787,12,1721.745,-58.9096,40.2112,-5.19,4.286,-24.673,-6.86,77.013,-0.465,-12.2608,-13.4511
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,1,150.264,-26.592,-24.0907,0.0,64.383,-2.229,-1.085,nan,nan,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,2,300.529,-100.0503,-100.0503,17.22,15.022,-13.312,-11.219,-50.341,-8.079,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,3,450.793,-7.9759,-8.0372,7.46,28.857,-4.482,-8.542,32.095,-13.027,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,4,601.058,-100.0503,-100.0503,7.61,4.743,-8.841,-8.407,-18.333,-3.108,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,5,751.322,-10.7609,-10.3555,3.74,20.911,-6.061,-3.134,nan,nan,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,6,901.587,-16.7409,-26.7126,0.88,33.037,-3.26,-4.338,21.146,-9.174,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,7,1051.851,-94.776,-95.8343,-3.58,10.267,-19.979,-4.507,-13.504,-2.832,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,8,1202.116,97.9818,98.3885,6.1,11.143,-13.818,-23.534,-2.68,-8.898,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,9,1352.38,77.7873,-96.2416,2.08,12.089,-10.43,-17.462,-11.565,-6.988,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,10,1502.644,-100.0223,53.3257,-2.44,2.289,-8.545,-4.617,-34.424,-3.327,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,11,1652.909,5.9931,-24.3411,-7.82,4.061,-13.639,-4.777,-95.75,-4.191,-14.7462,-48.844
encodec,24.0kbps,24000,note,146.8324,40.0,0,150.2644,12,1803.173,0.281,40.2637,-4.14,2.944,-0.104,-10.733,-12.037,-0.657,-14.7462,-48.844
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,1,455.517,-52.1989,-52.1154,0.0,14.799,-2.82,-9.199,-3.38,-1.375,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,2,911.033,-17.6594,-17.7544,-1.08,5.712,-11.764,-9.675,-29.196,-1.117,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,3,1366.55,-61.9805,-74.0867,-3.8,18.697,-1.457,-6.697,0.248,-1.391,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,4,1822.066,36.3248,1.6387,-10.66,3.854,-7.42,-4.441,-58.617,-1.402,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,5,2277.583,-37.395,-29.1425,-16.18,3.112,-9.008,-3.53,7.619,-0.843,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,6,2733.099,-54.1051,-44.396,-16.47,2.603,-14.193,-16.053,67.505,-1.109,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,7,3188.616,-62.8249,5.1868,-21.31,1.804,-18.623,-15.244,-47.786,-2.576,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,8,3644.132,-62.2833,-78.1759,-25.11,2.097,-8.467,-14.315,-69.268,-0.723,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,9,4099.649,-55.7974,-51.985,-21.88,1.717,-20.648,-14.493,-62.033,-0.637,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,10,4555.165,-61.6571,-71.2471,-20.86,2.191,-10.616,-14.229,-48.466,-0.674,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,11,5010.682,90.7011,-53.552,-25.83,1.118,-15.025,-12.964,94.283,-0.776,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,-40.0,0,455.5165,12,5466.198,-59.9361,-33.0174,-30.08,1.118,-15.956,-12.919,-56.354,-0.776,-48.3146,-26.9424
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,1,477.06,-51.8131,-52.0347,0.0,14.642,-2.412,-5.536,-21.737,-1.089,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,2,954.12,-17.7146,-17.8097,-0.84,6.042,-10.012,-23.998,-29.239,-0.83,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,3,1431.18,-62.041,-74.004,-3.72,16.841,-3.442,-22.952,-6.857,-2.677,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,4,1908.239,-2.6194,1.6189,-10.88,2.579,-20.952,-11.899,38.843,-1.011,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,5,2385.299,-52.943,-29.1141,-16.24,2.552,-8.835,-8.541,10.693,-0.872,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,6,2862.359,5.0849,-44.287,-16.83,1.863,-0.881,-8.783,8.46,-0.561,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,7,3339.419,2.8005,-71.1726,-21.54,1.635,-4.801,-12.18,-0.967,-2.771,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,8,3816.479,-38.6869,-78.1311,-25.49,1.89,-17.732,-3.502,71.856,-1.681,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,9,4293.539,-38.085,-52.8433,-22.04,2.699,-25.797,-20.851,10.502,-9.484,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,10,4770.599,-25.8335,-71.2447,-21.22,1.897,-18.421,-0.97,-44.128,-2.199,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,11,5247.659,-34.2244,-53.5413,-26.14,3.018,-16.25,-1.465,7.131,-0.528,-29.9892,-26.1944
encodec,24.0kbps,24000,note,466.1638,40.0,0,477.0599,12,5724.718,-44.1471,89.8684,-30.22,1.825,-14.349,-8.228,-85.365,-1.429,-29.9892,-26.1944
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,1,170.626,15.5007,15.4348,0.0,14.959,-24.364,-22.141,-42.734,-4.169,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,2,341.252,11.5528,11.4302,-15.25,10.615,-13.94,-16.512,-24.854,-9.605,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,3,511.878,15.6888,15.886,-24.06,7.904,-8.239,-11.013,39.318,-10.41,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,4,682.504,25.5006,9.0355,-52.24,4.577,-14.227,-11.84,7.933,-1.789,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,5,853.13,17.7665,17.1637,-59.29,2.85,-10.223,-8.31,5.065,-2.336,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,6,1023.755,-40.8823,21.4661,-61.32,2.814,-8.928,-8.4,7.201,-2.73,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,7,1194.381,8.1209,20.6292,-67.93,2.278,-24.19,-24.147,-4.429,-10.044,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,8,1365.007,47.5419,-37.3855,-64.03,2.118,-7.122,-9.653,8.569,-0.129,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,9,1535.633,43.577,-19.4428,-64.92,1.912,-15.014,-32.283,-92.259,-0.338,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,10,1706.259,-75.2341,-68.7917,-65.85,1.601,-14.465,-20.61,-81.293,-0.269,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,11,1876.885,5.014,-12.7048,-69.05,1.789,-15.216,-12.798,46.382,-1.966,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,-40.0,0,170.6259,12,2047.511,43.905,-83.0318,-70.85,1.283,-16.215,-11.569,-19.151,-3.747,-1185.9666,-1185.7611
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,1,178.696,15.1492,15.1762,0.0,14.725,-20.628,-3.671,-42.273,-3.387,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,2,357.391,11.7394,11.7299,-15.81,10.798,-11.253,-22.386,-24.639,-9.14,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,3,536.087,15.9538,16.018,-25.11,7.692,-7.986,-28.208,0.075,-7.986,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,4,714.782,10.5942,9.0189,-53.33,5.952,-12.626,-5.446,-37.507,-1.047,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,5,893.478,12.2619,17.0088,-60.28,2.642,-5.364,-9.795,-32.077,-0.934,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,6,1072.173,-86.6787,21.7552,-62.07,2.681,-8.267,-8.896,-97.332,-0.919,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,7,1250.869,-71.8747,20.6756,-67.34,2.146,-7.545,-8.958,-37.216,-3.495,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,8,1429.564,-60.7666,-37.4674,-63.45,1.866,-9.413,-16.354,-5.486,-0.448,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,9,1608.26,12.4103,-19.4827,-64.4,1.884,-15.442,-15.996,18.309,-0.309,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,10,1786.955,-86.8114,-68.7971,-64.98,2.401,-6.504,-20.925,-61.167,-2.916,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,11,1965.651,51.1387,-12.5713,-69.23,1.39,-9.758,-22.293,30.005,-0.042,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,174.6141,40.0,0,178.6955,12,2144.347,-99.4987,-2.8131,-70.7,1.213,-11.217,-23.435,-36.262,-1.736,-1887.4673,-1912.9723
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,1,304.021,8.166,8.1803,0.0,11.026,-7.101,-22.546,34.471,-18.752,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,2,608.042,9.188,9.2509,-26.99,7.065,-18.722,-29.557,-15.3,-3.349,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,3,912.062,-13.0551,-3.8895,-54.27,5.033,-11.251,-11.565,9.073,-2.21,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,4,1216.083,-22.3411,20.4393,-66.43,2.541,-16.297,-16.115,-8.345,-4.841,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,5,1520.104,-73.5157,-58.0195,-62.32,1.768,-4.782,-12.241,-17.273,-0.366,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,6,1824.125,-17.9256,-11.0799,-65.36,1.778,-16.349,-9.377,-96.532,-1.799,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,7,2128.146,-68.3967,-69.4516,-68.39,1.743,-13.978,-4.572,11.966,-1.22,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,8,2432.166,-22.8737,61.4682,-65.66,1.205,-20.631,-7.368,-93.606,-3.268,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,9,2736.187,40.0161,-9.1673,-67.3,1.005,-10.348,-15.84,-20.026,-0.977,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,10,3040.208,-23.0769,-57.957,-61.93,0.964,-17.492,-18.97,-79.091,-7.632,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,11,3344.229,-20.4803,-54.2177,-66.9,1.259,-19.664,-19.617,66.315,-3.837,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,-40.0,0,304.0208,12,3648.25,-84.3253,-71.0635,-67.93,0.73,-16.268,-17.041,0.668,-3.739,8.2389,8.2402
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,1,318.399,8.0129,8.0579,0.0,10.777,-7.326,-43.573,34.613,-19.67,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,2,636.799,9.3197,9.2872,-27.94,8.172,-17.669,-21.568,-15.448,-0.596,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,3,955.198,8.7196,-3.8779,-53.3,3.054,-11.221,-21.469,-66.654,-0.458,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,4,1273.597,34.6302,-37.2492,-65.23,2.104,-5.534,-21.561,-48.919,-1.487,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,5,1591.996,79.1725,-58.0431,-60.73,1.332,-15.355,-10.581,-81.444,-0.726,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,6,1910.396,79.4877,-11.0384,-64.39,1.506,-24.716,-18.439,-83.702,-3.827,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,7,2228.795,54.4177,-69.4477,-66.69,1.309,-15.21,-14.618,96.844,-3.892,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,8,2547.194,-32.4797,61.4391,-64.53,1.046,-24.706,-13.5,-11.638,-1.874,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,9,2865.593,79.3569,-9.2481,-65.92,0.925,-23.392,-24.728,-90.18,-2.639,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,10,3183.993,72.2342,-57.9498,-60.29,1.253,-14.923,-28.176,92.257,-3.733,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,11,3502.392,-92.7698,-54.1328,-65.2,1.253,-26.325,-15.607,-72.747,-3.733,8.1029,8.1027
encodec,24.0kbps,24000,note,311.127,40.0,0,318.3993,12,3820.791,-83.8071,-71.1091,-67.37,0.86,-14.422,-11.56,-95.508,-1.627,8.1029,8.1027
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,1,120.651,6.7277,6.5928,0.0,23.555,-1.027,-32.901,nan,nan,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,2,241.301,13.2023,13.2057,-14.94,12.708,-10.841,-24.026,nan,nan,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,3,361.952,6.7253,6.7782,-15.6,8.833,-7.5,-27.42,nan,nan,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,4,482.603,9.788,10.0098,-31.25,8.49,-12.288,-24.014,31.951,-17.676,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,5,603.254,16.4065,16.7683,-33.66,9.565,-21.689,-32.457,nan,nan,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,6,723.904,6.8408,7.6121,-42.58,6.218,-12.293,-23.943,19.601,-0.213,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,7,844.555,6.8755,9.8917,-56.63,3.505,-6.834,-17.465,19.864,-1.219,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,8,965.206,9.2135,8.4132,-48.71,6.661,-18.934,-18.085,17.544,-4.696,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,9,1085.857,0.7363,0.4873,-56.42,4.379,-0.597,-24.998,-11.967,-1.025,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,10,1206.507,-51.3408,10.7255,-68.25,2.301,-9.59,-7.427,-8.927,-2.063,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,11,1327.158,-7.6745,40.7431,-72.64,2.489,-35.301,-9.374,8.149,-1.025,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,-40.0,0,120.6507,12,1447.809,-28.125,11.127,-74.31,3.367,-10.788,-9.136,6.891,-2.077,7.3546,7.3061
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,1,126.357,6.7642,6.6536,0.0,22.492,-1.06,-38.253,nan,nan,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,2,252.714,14.1304,14.1809,-14.6,12.594,-12.419,-37.778,nan,nan,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,3,379.07,6.572,6.573,-15.7,8.019,-8.278,-33.906,nan,nan,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,4,505.427,9.9539,9.9435,-32.31,6.937,-13.525,-26.961,-13.178,-19.154,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,5,631.784,16.2599,17.1849,-35.18,10.253,-20.793,-20.736,-23.685,-17.183,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,6,758.141,7.0335,7.7686,-44.17,5.416,-11.02,-20.046,20.281,-1.17,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,7,884.498,7.4771,9.7982,-57.95,2.944,-14.538,-13.353,20.871,-4.03,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,8,1010.855,8.3828,8.4799,-50.35,6.244,-13.598,-20.168,22.049,-8.323,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,9,1137.211,1.1715,0.505,-57.89,4.388,-1.042,-7.183,18.972,-1.377,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,10,1263.568,84.9198,10.8523,-69.59,2.239,-15.344,-11.075,-33.121,-0.227,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,11,1389.925,8.9215,40.6593,-72.03,2.411,-16.064,-0.129,-80.073,-1.445,7.3743,7.4046
encodec,24.0kbps,24000,note,123.4708,40.0,0,126.3568,12,1516.282,34.0462,9.138,-76.82,1.896,-5.95,-7.795,40.209,-0.345,7.3743,7.4046
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,1,241.301,-3.055,-3.0259,0.0,10.035,-1.191,-31.499,12.171,-6.079,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,2,482.603,5.3364,5.5238,-10.01,9.494,-4.465,-26.596,-43.42,-4.05,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,3,723.904,1.4809,1.5817,-8.72,5.086,-1.029,-33.615,nan,nan,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,4,965.206,0.4524,0.5033,-22.33,3.242,-0.259,-29.693,8.457,-11.895,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,5,1206.507,4.6998,4.8172,-25.71,2.948,-9.178,-15.437,8.612,-14.018,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,6,1447.809,7.8622,2.7527,-33.62,2.779,-20.44,-16.232,2.633,-0.829,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,7,1689.11,1.1719,0.4518,-43.21,1.782,-3.869,-7.97,-25.031,-0.105,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,8,1930.412,61.8437,8.6937,-52.25,1.228,-20.659,-3.907,39.411,-1.861,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,9,2171.713,22.1366,1.1613,-53.62,1.765,-16.155,-26.172,98.748,-0.38,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,10,2413.015,-75.5789,-0.515,-51.95,1.801,-23.618,-14.781,54.518,-0.998,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,11,2654.316,-86.3572,0.8847,-54.59,1.24,-8.619,-12.353,61.406,-0.097,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,-40.0,0,241.3015,12,2895.618,-6.7039,-72.7073,-58.4,1.484,-15.237,-20.481,61.31,-0.635,0.602,-0.7402
encodec,24.0kbps,24000,note,246.9417,40.0,0,252.7137,1,252.714,-2.4051,-2.4289,0.0,10.205,-0.662,-33.393,nan,nan,0.3361,-0.5694
encodec,24.0kbps,24000,note,246.9417,40.0,0,252.7137,2,505.427,4.8948,4.8896,-10.09,7.816,-6.458,-8.898,-43.622,-5.018,0.3361,-0.5694
