cents,f0,rep,q0_mode,q0_nuniq,q1_mode,q1_nuniq,q2_mode,q2_nuniq,q3_mode,q3_nuniq
1224.0,446.1421711076128,1,18,14,154,10,888,15,374,20
1224.0,446.1421711076128,2,914,13,241,12,888,17,347,23
1226.0,446.6578725778289,0,18,14,157,12,888,16,564,20
1226.0,446.6578725778289,1,18,10,154,11,888,16,564,17
1226.0,446.6578725778289,2,18,15,154,14,888,16,564,20
1228.0,447.17417015400315,0,668,14,157,12,888,11,564,17
1228.0,447.17417015400315,1,18,13,154,13,888,13,347,22
1228.0,447.17417015400315,2,714,12,157,11,888,10,564,20
1230.0,447.69106452518196,0,668,12,157,11,888,13,564,23
1230.0,447.69106452518196,1,279,14,157,10,888,14,564,21
1230.0,447.69106452518196,2,18,14,157,11,888,13,564,18
1232.0,448.20855638120867,0,952,10,563,11,888,13,564,22
1232.0,448.20855638120867,1,952,11,241,11,888,16,564,20
1232.0,448.20855638120867,2,184,8,157,8,888,10,564,17
1234.0,448.72664641272337,0,18,10,241,11,888,15,564,19
1234.0,448.72664641272337,1,952,10,154,10,888,12,564,21
1234.0,448.72664641272337,2,279,11,157,11,888,11,564,20
1236.0,449.2453353111651,0,279,7,563,9,888,8,160,13
1236.0,449.2453353111651,1,668,7,157,5,888,6,564,14
1236.0,449.2453353111651,2,866,8,154,13,888,10,460,15
1238.0,449.7646237687715,0,914,5,563,8,888,6,774,10
1238.0,449.7646237687715,1,584,5,798,7,801,6,460,11
1238.0,449.7646237687715,2,184,6,301,8,888,6,900,11
1240.0,450.284512478581,0,952,6,157,4,357,7,564,9
1240.0,450.284512478581,1,279,6,344,6,888,6,175,12
1240.0,450.284512478581,2,952,3,241,6,219,8,564,8
1242.0,450.80500213443264,0,668,10,157,9,888,12,564,19
1242.0,450.80500213443264,1,939,7,241,7,888,7,564,16
1242.0,450.80500213443264,2,18,8,157,6,888,8,564,12
1244.0,451.32609343096783,0,18,11,154,11,888,12,564,20
1244.0,451.32609343096783,1,576,10,154,14,888,14,298,21
1244.0,451.32609343096783,2,668,10,241,11,888,16,564,14
1246.0,451.8477870636307,0,668,14,157,11,888,12,564,19
1246.0,451.8477870636307,1,952,14,157,11,888,17,564,18
1246.0,451.8477870636307,2,184,10,563,9,888,12,900,17
1248.0,452.3700837286693,0,952,14,154,11,888,16,900,22
1248.0,452.3700837286693,1,576,12,157,13,888,14,564,18
1248.0,452.3700837286693,2,952,15,157,14,888,19,564,24
1250.0,452.8929841231365,0,668,14,157,12,888,21,564,20
1250.0,452.8929841231365,1,866,14,142,11,888,21,564,23
1250.0,452.8929841231365,2,952,15,157,12,888,17,564,25
1252.0,453.41648894489094,0,668,10,157,10,888,16,433,20
1252.0,453.41648894489094,1,668,14,157,11,888,18,564,21
1252.0,453.41648894489094,2,279,15,157,14,888,16,564,21
1254.0,453.94059889259785,0,668,11,157,10,888,14,564,22
1254.0,453.94059889259785,1,279,12,157,13,888,16,564,18
1254.0,453.94059889259785,2,279,18,157,15,888,13,564,20
1256.0,454.4653146657303,0,279,14,157,12,888,16,564,20
1256.0,454.4653146657303,1,952,11,157,10,888,14,564,20
1256.0,454.4653146657303,2,952,12,241,13,888,15,564,20
1258.0,454.9906369645693,0,391,15,157,14,888,14,900,22
1258.0,454.9906369645693,1,391,14,157,12,888,14,564,20
1258.0,454.9906369645693,2,450,15,157,13,888,13,564,18
1260.0,455.5165664902061,0,952,13,157,14,888,15,564,16
1260.0,455.5165664902061,1,609,13,157,12,888,15,900,20
1260.0,455.5165664902061,2,391,16,157,15,888,15,564,22
1262.0,456.04310394454177,0,952,11,241,14,888,13,900,22
1262.0,456.04310394454177,1,952,15,157,10,888,16,564,19
1262.0,456.04310394454177,2,450,14,157,13,888,15,564,29
1264.0,456.57025003028883,0,952,14,157,9,888,15,564,22
1264.0,456.57025003028883,1,914,13,241,12,888,20,433,22
1264.0,456.57025003028883,2,450,15,157,10,888,20,564,21
1266.0,457.0980054509722,0,952,14,157,9,888,16,264,22
1266.0,457.0980054509722,1,391,16,157,12,888,12,900,23
1266.0,457.0980054509722,2,391,15,157,12,888,15,433,24
1268.0,457.6263709109302,0,952,10,157,6,570,17,564,15
1268.0,457.6263709109302,1,668,14,157,11,888,15,564,19
1268.0,457.6263709109302,2,952,12,157,8,888,13,433,22
1270.0,458.15534711531484,0,609,13,157,10,570,16,564,19
1270.0,458.15534711531484,1,668,14,241,11,888,21,433,19
1270.0,458.15534711531484,2,668,12,241,10,888,13,264,17
1272.0,458.68493477009343,0,391,13,157,12,888,15,564,23
1272.0,458.68493477009343,1,450,14,157,14,888,15,564,18
1272.0,458.68493477009343,2,668,13,157,9,888,17,264,20
1274.0,459.2151345820494,0,668,12,241,11,888,16,264,19
1274.0,459.2151345820494,1,450,12,157,13,888,14,264,18
1274.0,459.2151345820494,2,668,14,241,10,888,13,264,20
1276.0,459.7459472587831,0,952,13,157,9,570,15,264,23
1276.0,459.7459472587831,1,609,12,157,11,888,14,264,19
1276.0,459.7459472587831,2,952,13,157,7,295,13,564,20
1278.0,460.2773735087128,0,609,12,157,10,888,12,264,22
1278.0,460.2773735087128,1,952,13,157,13,888,13,433,18
1278.0,460.2773735087128,2,391,13,157,11,888,13,433,22
1280.0,460.80941404107574,0,952,12,157,9,888,13,264,19
1280.0,460.80941404107574,1,374,12,157,8,888,11,564,17
1280.0,460.80941404107574,2,668,12,157,10,888,12,264,19
1282.0,461.34206956592874,0,668,14,241,10,570,16,856,22
1282.0,461.34206956592874,1,952,13,157,12,888,12,264,22
1282.0,461.34206956592874,2,609,13,157,10,570,12,264,19
1284.0,461.8753407941496,0,866,14,241,12,888,18,264,20
1284.0,461.8753407941496,1,952,14,157,9,888,12,264,21
1284.0,461.8753407941496,2,378,11,241,13,888,14,264,19
1286.0,462.4092284374378,0,668,12,465,8,306,10,264,12
1286.0,462.4092284374378,1,184,9,157,7,389,12,264,13
1286.0,462.4092284374378,2,450,10,157,6,570,14,264,14
1288.0,462.94373320831517,0,668,14,241,8,888,14,264,20
1288.0,462.94373320831517,1,952,14,157,12,888,15,264,21
1288.0,462.94373320831517,2,952,12,157,7,888,12,264,21
1290.0,463.47885582012776,0,866,14,241,11,888,16,264,21
1290.0,463.47885582012776,1,952,13,157,9,888,10,264,22
1290.0,463.47885582012776,2,450,12,157,6,570,12,264,21
1292.0,464.01459698704565,0,952,12,157,7,570,15,264,22
1292.0,464.01459698704565,1,952,11,157,12,888,15,264,24
1292.0,464.01459698704565,2,952,15,157,10,888,12,264,26
1294.0,464.55095742406485,0,952,13,157,9,888,12,264,18
1294.0,464.55095742406485,1,952,11,157,8,888,15,264,22
1294.0,464.55095742406485,2,914,9,465,14,888,19,264,20
1296.0,465.0879378470074,0,668,13,157,8,888,12,264,14
1296.0,465.0879378470074,1,391,9,157,7,277,9,1023,14
1296.0,465.0879378470074,2,609,10,157,7,295,11,264,14
1298.0,465.62553897252303,0,952,11,157,8,295,12,264,18
1298.0,465.62553897252303,1,609,11,157,8,295,9,264,18
1298.0,465.62553897252303,2,866,13,241,10,888,19,264,20
1300.0,466.1637615180899,0,914,12,157,10,888,15,264,22
1300.0,466.1637615180899,1,952,12,157,8,295,15,264,18
1300.0,466.1637615180899,2,450,9,157,9,295,12,264,20
1302.0,466.7026062020155,0,914,10,157,11,888,12,264,16
1302.0,466.7026062020155,1,378,10,465,13,888,12,264,12
1302.0,466.7026062020155,2,450,8,157,7,570,13,264,13
1304.0,467.2420737434373,0,450,10,157,9,888,13,264,18
1304.0,467.2420737434373,1,952,12,157,9,888,13,264,22
1304.0,467.2420737434373,2,914,11,157,11,888,16,264,16
1306.0,467.7821648623245,0,450,10,157,6,570,15,264,19
1306.0,467.7821648623245,1,374,10,157,7,300,8,264,20
1306.0,467.7821648623245,2,450,15,157,10,888,12,264,17
1308.0,468.3228802794784,0,450,9,157,9,888,11,592,19
1308.0,468.3228802794784,1,450,9,154,11,888,9,264,19
1308.0,468.3228802794784,2,914,10,465,13,888,14,264,19
1310.0,468.86422071653305,0,74,9,157,8,239,9,264,16
1310.0,468.86422071653305,1,609,9,157,6,239,9,592,10
1310.0,468.86422071653305,2,769,8,465,7,300,9,264,12
1312.0,469.40618689595726,0,914,11,241,15,888,16,264,23
1312.0,469.40618689595726,1,374,9,157,6,570,12,264,16
1312.0,469.40618689595726,2,980,13,157,12,888,14,264,18
1314.0,469.9487795410547,0,952,12,157,8,888,13,264,19
1314.0,469.9487795410547,1,952,12,157,10,888,11,264,17
1314.0,469.9487795410547,2,980,10,157,9,888,17,264,20
1316.0,470.4919993759649,0,450,9,157,8,888,11,264,18
1316.0,470.4919993759649,1,952,13,157,12,570,13,264,14
1316.0,470.4919993759649,2,952,11,157,10,888,11,264,17
1318.0,471.03584712566476,0,609,9,157,8,888,12,264,17
1318.0,471.03584712566476,1,74,14,157,15,888,13,264,19
1318.0,471.03584712566476,2,450,8,157,8,888,11,264,20
1320.0,471.580323515969,0,450,9,157,9,888,13,264,21
1320.0,471.580323515969,1,609,12,157,11,888,12,264,13
1320.0,471.580323515969,2,980,13,157,11,888,14,264,17
1322.0,472.1254292735313,0,450,11,157,12,888,14,264,19
1322.0,472.1254292735313,1,952,12,157,10,888,13,264,19
1322.0,472.1254292735313,2,952,14,157,11,888,16,264,20
1324.0,472.6711651258456,0,450,10,157,9,888,11,264,17
1324.0,472.6711651258456,1,609,12,157,11,888,15,264,21
1324.0,472.6711651258456,2,450,9,157,9,888,10,264,19
1326.0,473.21753180124637,0,374,9,157,9,888,13,264,21
1326.0,473.21753180124637,1,769,9,157,10,888,10,419,21
1326.0,473.21753180124637,2,374,9,157,14,888,9,264,19
1328.0,473.76453002891014,0,609,13,465,11,888,15,264,22
1328.0,473.76453002891014,1,374,9,157,10,888,13,264,18
1328.0,473.76453002891014,2,450,9,157,12,570,13,264,17
1330.0,474.31216053885623,0,980,12,157,10,888,12,264,22
1330.0,474.31216053885623,1,450,12,157,13,888,13,264,23
1330.0,474.31216053885623,2,980,13,157,13,888,16,264,20
1332.0,474.860424061948,0,378,10,157,10,888,10,593,15
1332.0,474.860424061948,1,374,7,154,8,888,11,264,6
1332.0,474.860424061948,2,980,8,157,11,295,11,264,13
1334.0,475.40932132989326,0,374,10,157,7,570,13,264,17
1334.0,475.40932132989326,1,980,9,157,13,888,13,264,16
1334.0,475.40932132989326,2,391,8,157,8,888,11,593,13
1336.0,475.9588530752461,0,374,11,157,9,295,15,264,18
1336.0,475.9588530752461,1,378,12,157,9,300,17,264,18
1336.0,475.9588530752461,2,609,13,157,12,888,13,264,20
1338.0,476.5090200314069,0,374,10,157,8,888,12,264,19
1338.0,476.5090200314069,1,450,9,157,9,888,13,264,23
1338.0,476.5090200314069,2,450,9,157,6,570,11,264,19
1340.0,477.0598229326241,0,374,10,157,6,300,13,264,20
1340.0,477.0598229326241,1,74,13,465,12,888,15,264,20
1340.0,477.0598229326241,2,374,11,154,11,888,13,264,19
1342.0,477.61126251399475,0,391,9,157,7,888,11,419,18
1342.0,477.61126251399475,1,74,13,157,12,888,15,264,17
1342.0,477.61126251399475,2,374,11,154,12,888,14,264,15
1344.0,478.1633395114656,0,391,8,157,6,295,10,850,14
1344.0,478.1633395114656,1,374,9,154,7,570,14,850,17
1344.0,478.1633395114656,2,980,9,157,10,570,12,264,14
1346.0,478.71605466183405,0,980,11,157,11,300,15,264,20
1346.0,478.71605466183405,1,326,11,157,9,300,17,264,18
1346.0,478.71605466183405,2,980,10,154,13,888,15,264,22
1348.0,479.2694087027494,0,450,11,154,11,300,13,264,15
1348.0,479.2694087027494,1,450,10,157,8,570,16,850,17
1348.0,479.2694087027494,2,980,12,157,9,888,16,850,15
1350.0,479.82340237271336,0,450,9,157,6,570,13,419,17
1350.0,479.82340237271336,1,326,12,157,9,888,16,264,17
1350.0,479.82340237271336,2,450,8,157,9,888,13,264,16
1352.0,480.3780364110814,0,450,10,157,10,888,20,264,19
1352.0,480.3780364110814,1,450,11,157,12,888,18,264,19
1352.0,480.3780364110814,2,74,12,157,8,157,16,850,17
1354.0,480.9333115580635,0,374,10,154,9,888,18,264,18
1354.0,480.9333115580635,1,450,10,157,10,888,12,419,21
1354.0,480.9333115580635,2,450,13,157,13,888,15,264,18
1356.0,481.48922855472534,0,374,10,157,9,888,14,850,15
1356.0,481.48922855472534,1,450,10,157,11,570,19,264,19
1356.0,481.48922855472534,2,980,11,157,9,543,19,264,21
1358.0,482.04578814298935,0,74,11,976,13,888,15,264,15
1358.0,482.04578814298935,1,374,12,157,9,295,17,850,17
1358.0,482.04578814298935,2,74,10,157,9,157,16,850,18
1360.0,482.60299106563536,0,378,11,157,11,888,16,850,20
1360.0,482.60299106563536,1,374,10,157,10,888,16,264,17
1360.0,482.60299106563536,2,450,12,157,8,888,17,850,18
1362.0,483.1608380663019,0,326,11,157,12,888,15,264,20
1362.0,483.1608380663019,1,326,12,154,12,378,16,850,15
1362.0,483.1608380663019,2,374,10,157,9,888,18,720,23
1364.0,483.71932988948697,0,980,11,157,12,888,19,850,15
1364.0,483.71932988948697,1,450,10,157,9,888,14,850,16
1364.0,483.71932988948697,2,450,10,154,11,888,14,264,22
1366.0,484.27846728054914,0,326,12,157,13,888,16,112,19
1366.0,484.27846728054914,1,374,12,157,10,888,17,850,19
1366.0,484.27846728054914,2,74,11,157,15,888,18,112,16
1368.0,484.83825098570867,0,326,11,154,11,888,13,850,18
1368.0,484.83825098570867,1,374,9,157,9,888,17,850,18
1368.0,484.83825098570867,2,374,12,157,9,888,16,850,14
1370.0,485.39868175204845,0,326,11,154,10,888,15,850,15
1370.0,485.39868175204845,1,980,12,157,12,888,18,264,16
1370.0,485.39868175204845,2,326,11,150,11,888,18,112,19
1372.0,485.9597603275147,0,374,12,157,9,888,17,850,19
1372.0,485.9597603275147,1,450,10,157,7,464,17,850,16
1372.0,485.9597603275147,2,74,11,976,13,888,15,112,14
1374.0,486.5214874609183,0,326,10,154,8,888,14,850,17
1374.0,486.5214874609183,1,374,12,157,8,888,16,850,17
1374.0,486.5214874609183,2,450,9,157,9,888,14,850,18
1376.0,487.08386390193573,0,374,9,154,7,157,13,264,13
1376.0,487.08386390193573,1,98,7,157,4,464,10,850,10
1376.0,487.08386390193573,2,68,9,157,8,306,12,850,13
1378.0,487.6468904011101,0,609,6,157,6,413,11,850,9
1378.0,487.6468904011101,1,374,6,157,5,464,7,850,8
1378.0,487.6468904011101,2,326,5,150,5,384,9,850,9
1380.0,488.2105677098517,0,450,12,154,10,888,15,850,17
1380.0,488.2105677098517,1,374,11,154,8,888,14,850,14
1380.0,488.2105677098517,2,326,11,150,8,888,18,112,16
1382.0,488.7748965804401,0,326,11,976,13,888,19,850,14
1382.0,488.7748965804401,1,374,10,157,11,306,12,495,18
1382.0,488.7748965804401,2,980,12,157,12,888,13,850,13
1384.0,489.3398777660238,0,374,12,976,10,888,15,112,16
1384.0,489.3398777660238,1,374,11,157,9,888,14,850,13
1384.0,489.3398777660238,2,980,11,157,10,888,16,850,17
1386.0,489.90551202062204,0,326,12,154,10,888,14,112,15
1386.0,489.90551202062204,1,980,11,976,5,888,15,112,9
1386.0,489.90551202062204,2,326,12,154,7,888,16,850,16
1388.0,490.4718000991257,0,326,13,154,7,888,15,850,17
1388.0,490.4718000991257,1,374,11,154,8,464,13,850,15
1388.0,490.4718000991257,2,326,13,150,11,888,13,112,15
1390.0,491.0387427572983,0,326,13,157,9,888,15,850,16
1390.0,491.0387427572983,1,374,10,154,10,888,16,850,15
1390.0,491.0387427572983,2,74,11,157,9,157,16,850,15
1392.0,491.6063407517767,0,326,12,157,7,888,13,850,15
1392.0,491.6063407517767,1,326,10,154,7,543,12,850,13
1392.0,491.6063407517767,2,374,10,154,8,888,13,495,15
1394.0,492.174594840073,0,374,12,157,10,888,16,850,16
1394.0,492.174594840073,1,374,11,976,10,888,12,850,14
1394.0,492.174594840073,2,74,12,157,10,888,18,850,12
1396.0,492.743505780574,0,980,11,976,7,888,14,112,13
1396.0,492.743505780574,1,450,13,157,8,888,14,850,15
1396.0,492.743505780574,2,326,10,157,9,71,14,850,14
1398.0,493.3130743325439,0,326,11,157,9,888,15,850,15
1398.0,493.3130743325439,1,374,13,157,8,888,14,850,17
1398.0,493.3130743325439,2,450,12,976,7,888,14,850,17
1400.0,493.8833012561241,0,374,11,154,9,888,18,850,15
1400.0,493.8833012561241,1,980,10,976,9,543,19,850,16
1400.0,493.8833012561241,2,326,14,154,8,306,18,850,14
1402.0,494.45418731233485,0,326,12,154,10,888,14,850,16
1402.0,494.45418731233485,1,450,11,157,9,306,13,850,14
1402.0,494.45418731233485,2,326,14,157,9,888,17,850,16
1404.0,495.0257332630761,0,374,9,150,7,619,12,112,14
1404.0,495.0257332630761,1,326,10,976,7,888,12,112,8
1404.0,495.0257332630761,2,326,9,976,6,306,11,264,13
1406.0,495.5979398711284,0,374,12,157,7,71,12,850,18
1406.0,495.5979398711284,1,374,11,154,9,157,14,850,20
1406.0,495.5979398711284,2,374,13,154,8,464,18,850,16
1408.0,496.17080790015393,0,374,10,154,7,888,13,850,16
1408.0,496.17080790015393,1,374,12,976,8,888,15,850,15
1408.0,496.17080790015393,2,374,12,154,8,979,15,850,15
1410.0,496.7443381146978,0,374,12,150,10,543,13,850,15
1410.0,496.7443381146978,1,374,10,976,6,306,13,850,11
1410.0,496.7443381146978,2,980,12,976,8,543,17,850,15
1412.0,497.3185312801887,0,326,12,157,11,306,15,112,18
1412.0,497.3185312801887,1,980,13,976,8,306,17,850,14
1412.0,497.3185312801887,2,450,12,154,10,306,13,850,20
1414.0,497.89338816294,0,326,11,976,10,306,16,850,18
1414.0,497.89338816294,1,374,13,976,6,888,18,850,20
1414.0,497.89338816294,2,326,13,976,9,306,17,112,17
1416.0,498.46890953015134,0,326,12,157,8,306,16,850,18
1416.0,498.46890953015134,1,326,13,976,9,306,16,112,20
1416.0,498.46890953015134,2,326,13,157,10,306,17,112,18
1418.0,499.0450961499088,0,374,11,154,12,306,17,1004,23
1418.0,499.0450961499088,1,980,11,976,9,306,17,87,20
1418.0,499.0450961499088,2,980,10,976,11,888,15,112,20
1420.0,499.621948791186,0,326,11,976,10,306,12,112,12
1420.0,499.621948791186,1,190,11,157,10,306,15,112,16
1420.0,499.621948791186,2,374,9,976,9,306,15,331,20
1422.0,500.19946822384617,0,374,8,154,8,306,15,1004,15
1422.0,500.19946822384617,1,374,10,154,8,306,13,824,16
1422.0,500.19946822384617,2,378,9,976,8,306,16,934,18
1424.0,500.7776552186418,0,374,14,154,14,306,20,112,19
1424.0,500.7776552186418,1,374,12,154,9,888,17,1004,21
1424.0,500.7776552186418,2,326,12,976,12,306,19,112,23
1426.0,501.3565105472167,0,374,13,976,11,306,15,331,22
1426.0,501.3565105472167,1,374,12,154,12,306,17,1004,19
1426.0,501.3565105472167,2,326,14,157,10,306,17,112,16
1428.0,501.9360349821064,0,374,13,154,9,306,14,939,15
1428.0,501.9360349821064,1,326,12,150,9,306,13,112,17
1428.0,501.9360349821064,2,68,10,157,7,306,11,331,17
1430.0,502.5162292967395,0,326,12,976,7,306,15,112,15
1430.0,502.5162292967395,1,374,14,154,9,306,14,1004,17
1430.0,502.5162292967395,2,1012,11,157,11,306,11,850,14
1432.0,503.0970942654385,0,374,14,154,14,306,17,331,19
1432.0,503.0970942654385,1,980,13,976,7,306,19,264,19
1432.0,503.0970942654385,2,1012,14,976,13,306,22,331,16
1434.0,503.67863066342125,0,374,12,150,10,306,15,1004,20
1434.0,503.67863066342125,1,98,10,976,8,306,10,337,14
1434.0,503.67863066342125,2,374,10,976,10,306,17,67,18
1436.0,504.2608392668014,0,374,14,157,10,306,19,112,21
1436.0,504.2608392668014,1,374,11,976,11,306,16,331,16
1436.0,504.2608392668014,2,980,12,976,13,306,15,112,21
1438.0,504.8437208525897,0,98,13,154,11,306,14,264,20
1438.0,504.8437208525897,1,980,12,976,15,306,21,129,22
1438.0,504.8437208525897,2,374,14,154,11,306,18,331,17
1440.0,505.4272761986953,0,98,17,154,10,306,17,331,20
1440.0,505.4272761986953,1,374,16,909,12,306,17,331,20
1440.0,505.4272761986953,2,1012,12,976,17,306,21,331,20
1442.0,506.0115060839265,0,68,10,909,9,323,17,331,13
1442.0,506.0115060839265,1,98,11,909,12,306,13,331,16
1442.0,506.0115060839265,2,98,12,909,9,323,15,514,15
1444.0,506.59641128799154,0,1012,12,106,13,306,11,331,19
1444.0,506.59641128799154,1,305,15,150,9,306,18,337,16
1444.0,506.59641128799154,2,98,12,909,9,323,13,1004,20
1446.0,507.1819925915003,0,68,12,909,8,306,15,1004,19
1446.0,507.1819925915003,1,820,12,976,8,543,20,727,24
1446.0,507.1819925915003,2,326,16,154,13,306,17,331,22
1448.0,507.76825077596465,0,980,12,106,10,306,19,331,21
1448.0,507.76825077596465,1,980,14,976,9,565,15,264,21
1448.0,507.76825077596465,2,1012,14,154,15,306,15,112,16
1450.0,508.3551866238001,0,15,14,909,9,477,17,337,16
1450.0,508.3551866238001,1,980,11,786,10,306,10,337,16
1450.0,508.3551866238001,2,980,9,786,9,264,14,67,16
1452.0,508.94280091832644,0,1012,12,786,10,306,10,514,20
1452.0,508.94280091832644,1,68,13,909,10,306,13,331,13
1452.0,508.94280091832644,2,326,16,154,12,306,15,331,16
1454.0,509.53109444376895,0,68,12,909,12,306,13,331,18
1454.0,509.53109444376895,1,892,17,154,12,306,18,331,21
1454.0,509.53109444376895,2,1012,12,786,9,306,15,514,20
1456.0,510.1200679852593,0,980,12,696,12,615,12,331,12
1456.0,510.1200679852593,1,374,12,154,11,306,12,489,17
1456.0,510.1200679852593,2,326,12,976,12,306,12,337,14
1458.0,510.70972232883685,0,98,13,909,10,306,12,331,20
1458.0,510.70972232883685,1,1012,14,106,11,306,12,337,18
1458.0,510.70972232883685,2,980,13,786,12,306,12,880,20
1460.0,511.30005826144935,0,820,12,786,12,306,18,257,22
1460.0,511.30005826144935,1,892,17,909,12,306,14,489,17
1460.0,511.30005826144935,2,1012,14,157,9,306,13,331,18
1462.0,511.8910765709545,0,892,14,909,10,306,12,514,18
1462.0,511.8910765709545,1,305,13,909,11,306,13,331,15
1462.0,511.8910765709545,2,1012,13,786,13,306,13,337,19
1464.0,512.4827780461205,0,28,11,909,6,306,9,514,15
1464.0,512.4827780461205,1,326,12,154,8,764,12,489,12
1464.0,512.4827780461205,2,15,12,909,8,265,11,489,11
1466.0,513.0751634766273,0,15,15,157,11,306,15,331,18
1466.0,513.0751634766273,1,980,14,786,9,306,15,112,18
1466.0,513.0751634766273,2,98,12,909,10,306,14,331,19
1468.0,513.6682336530677,0,892,15,909,11,306,13,514,14
1468.0,513.6682336530677,1,743,14,106,12,306,14,264,19
1468.0,513.6682336530677,2,15,14,909,13,306,13,331,16
1470.0,514.261989366948,0,15,11,909,9,306,10,489,12
1470.0,514.261989366948,1,553,13,154,11,306,14,331,18
1470.0,514.261989366948,2,553,12,106,9,306,10,337,15
1472.0,514.8564314106901,0,15,14,909,11,306,15,489,17
1472.0,514.8564314106901,1,892,15,909,14,306,11,489,20
1472.0,514.8564314106901,2,553,14,909,11,306,15,514,19
1474.0,515.4515605776315,0,28,9,157,12,579,14,489,16
1474.0,515.4515605776315,1,305,13,909,11,306,13,331,17
1474.0,515.4515605776315,2,1012,13,786,9,306,15,112,21
1476.0,516.0473776620266,0,15,13,909,8,306,15,331,16
1476.0,516.0473776620266,1,553,15,786,9,306,11,514,17
1476.0,516.0473776620266,2,1012,13,786,11,306,15,514,16
1478.0,516.6438834590482,0,15,11,909,10,265,11,514,15
1478.0,516.6438834590482,1,15,12,909,9,306,12,331,15
1478.0,516.6438834590482,2,305,11,909,10,306,10,489,12
1480.0,517.2410787647879,0,1012,14,786,9,306,14,514,16
1480.0,517.2410787647879,1,28,13,909,11,306,13,489,18
1480.0,517.2410787647879,2,1012,15,786,12,306,16,489,20
1482.0,517.8389643762576,0,820,13,909,9,306,17,514,16
1482.0,517.8389643762576,1,820,14,786,11,306,15,67,20
1482.0,517.8389643762576,2,553,16,909,9,306,13,480,24
1484.0,518.4375410913908,0,1012,14,786,7,306,14,514,16
1484.0,518.4375410913908,1,305,12,157,9,306,12,514,18
1484.0,518.4375410913908,2,305,11,909,11,306,16,514,14
1486.0,519.0368097090432,0,820,12,786,7,306,18,514,15
1486.0,519.0368097090432,1,305,12,909,10,306,14,514,20
1486.0,519.0368097090432,2,305,13,909,7,306,13,514,17
1488.0,519.6367710289933,0,15,13,909,9,306,10,549,20
1488.0,519.6367710289933,1,15,13,909,9,306,12,514,17
1488.0,519.6367710289933,2,305,12,909,6,306,12,489,15
1490.0,520.2374258519452,0,28,11,909,10,306,12,67,22
1490.0,520.2374258519452,1,466,13,786,8,306,15,514,17
1490.0,520.2374258519452,2,15,12,909,11,306,13,514,16
1492.0,520.8387749795276,0,1012,14,786,10,306,13,67,17
1492.0,520.8387749795276,1,15,14,909,13,306,12,514,17
1492.0,520.8387749795276,2,305,10,909,12,306,11,514,17
1494.0,521.4408192142962,0,15,10,909,12,306,13,337,20
1494.0,521.4408192142962,1,305,13,909,12,306,12,514,19
1494.0,521.4408192142962,2,15,12,154,11,306,13,514,19
1496.0,522.0435593597342,0,305,14,909,9,306,12,514,16
1496.0,522.0435593597342,1,892,15,909,8,306,16,129,21
1496.0,522.0435593597342,2,892,14,154,10,306,13,514,18
1498.0,522.646996220254,0,820,11,786,11,306,13,129,17
1498.0,522.646996220254,1,15,13,909,9,306,14,514,18
1498.0,522.646996220254,2,892,14,786,10,306,13,129,20
1500.0,523.2511306011972,0,15,11,909,11,306,13,514,16
1500.0,523.2511306011972,1,15,11,909,11,306,18,514,19
1500.0,523.2511306011972,2,1012,13,786,12,306,16,129,20
1502.0,523.8559633088369,0,799,9,909,8,306,12,129,16
1502.0,523.8559633088369,1,466,10,786,8,306,9,129,16
1502.0,523.8559633088369,2,820,9,786,7,306,14,129,14
1504.0,524.4614951503778,0,305,7,909,7,736,7,514,10
1504.0,524.4614951503778,1,954,8,154,7,306,8,28,10
1504.0,524.4614951503778,2,1012,8,786,8,306,8,129,12
1506.0,525.0677269339576,0,269,7,786,5,306,7,549,7
1506.0,525.0677269339576,1,28,4,909,5,1023,6,480,4
1506.0,525.0677269339576,2,305,4,909,6,306,6,798,6
1508.0,525.6746594686484,0,799,6,909,8,92,11,514,16
1508.0,525.6746594686484,1,1012,8,106,5,306,10,514,15
1508.0,525.6746594686484,2,305,6,909,6,306,10,257,11
1510.0,526.2822935644576,0,15,8,909,10,306,12,129,19
1510.0,526.2822935644576,1,466,10,786,10,306,11,129,13
1510.0,526.2822935644576,2,15,10,909,9,92,14,514,16
1512.0,526.8906300323285,0,15,14,491,9,265,12,514,20
1512.0,526.8906300323285,1,305,10,909,12,306,13,67,21
1512.0,526.8906300323285,2,15,12,909,10,92,13,129,19
1514.0,527.4996696841422,0,1012,15,491,12,306,12,420,24
1514.0,527.4996696841422,1,15,12,786,9,306,16,514,17
1514.0,527.4996696841422,2,28,10,157,10,306,12,514,21
1516.0,528.1094133327178,0,892,12,909,12,306,14,514,20
1516.0,528.1094133327178,1,892,14,909,11,306,14,514,20
1516.0,528.1094133327178,2,15,11,909,14,306,15,514,18
1518.0,528.7198617918143,0,305,11,909,13,306,13,514,23
1518.0,528.7198617918143,1,15,12,909,8,306,16,514,14
1518.0,528.7198617918143,2,305,10,909,11,306,14,514,20
1520.0,529.3310158761313,0,15,10,491,15,306,12,129,17
1520.0,529.3310158761313,1,892,13,909,9,306,13,514,18
1520.0,529.3310158761313,2,15,15,909,10,306,15,480,20
1522.0,529.9428764013101,0,15,11,909,12,306,14,514,16
1522.0,529.9428764013101,1,15,10,909,10,306,12,514,19
1522.0,529.9428764013101,2,892,15,909,10,306,15,514,20
