codec,rate_label,sample_rate,seed,theta_cents,f1_nominal,f2_nominal,reference_label,rep,f1_hat_coded,f2_hat_coded,f1_hat_uncoded,f2_hat_uncoded,f1_crosscheck_coded,f2_crosscheck_coded,disagreement_f1_cents,disagreement_f2_cents,octave_flag,interval_coded_cents,interval_uncoded_cents,residual_coded_cents,residual_uncoded_cents,abs_residual_f2_coded_cents,abs_residual_f2_uncoded_cents
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,460.8094,905.785940646556,460.8Hz_+80.0c,4,461.9890537297154,904.2239781123835,460.8093990013422,905.7859387844313,461.9890537297154,602.0658935073621,0.0,704.1105396434874,0,1162.5858075072645,1170.0000001928092,-7.414192492735538,1.928092387970537e-07,-2.987965276599893,-3.559089946280291e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,463.4789,911.0332198221892,463.5Hz_+90.0c,0,464.06814421606316,909.9310038953889,463.4789017117681,911.0332204381363,464.06814421606316,603.8990617873873,0.0,709.7396694654791,0,1165.704586237529,1169.9999947765104,-4.295413762471071,-5.223489552008687e-06,-2.0958061120446208,1.170482839467192e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,463.4789,911.0332198221892,463.5Hz_+90.0c,1,464.36592744871854,911.45017828022,463.47890171475774,911.0332204410417,464.36592744871854,604.9290598573623,0.0,709.677396699667,0,1167.4820142114763,1169.9999947708645,-2.5179857885236743,-5.2291354677436175e-06,0.7921638056464273,1.1760041372483656e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,463.4789,911.0332198221892,463.5Hz_+90.0c,2,464.33795055122357,911.2058045279168,463.4789017143507,911.0332204383902,464.33795055122357,606.3146487543238,0.0,705.2523101345556,0,1167.1220873186676,1169.9999947673464,-2.8779126813324183,-5.232653620623751e-06,0.3279312052971819,1.1709652754983404e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,463.4789,911.0332198221892,463.5Hz_+90.0c,3,464.1121885854439,911.946496667976,463.47890171864407,911.0332204399292,464.1121885854439,604.7526625437321,0.0,711.1247626610125,0,1169.3707182851024,1169.999994754234,-0.6292817148976155,-5.245766033112886e-06,1.7346283007140357,1.1738898757572827e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,463.4789,911.0332198221892,463.5Hz_+90.0c,4,464.22458164152,909.3429024178778,463.47890171279465,911.0332204404524,464.22458164152,908.9105523419382,0.0,0.8233166665854792,0,1164.001802205889,1169.9999947770775,-5.998197794111093,-5.222922482062131e-06,-3.215089287717393,1.1748839630692722e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,466.1638,916.3107698722574,466.2Hz_ongrid,0,466.601191392352,918.3532090573342,466.1637980777542,916.3107712952477,466.601191392352,608.3649364625587,0.0,712.934559024178,0,1172.230975467956,1170.0000098273458,2.2309754679558864,9.827345820667688e-06,3.8545932788666932,2.6885302776267097e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,466.1638,916.3107698722574,466.2Hz_ongrid,1,466.85635998863177,917.370900410269,466.16379807865604,916.3107712955356,466.85635998863177,607.9686686594821,0.0,712.2098014475224,0,1169.4316894443095,1170.0000098245405,-0.5683105556904593,9.82454048426007e-06,2.001802513589799,2.689074219446213e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,466.1638,916.3107698722574,466.2Hz_ongrid,2,466.7230620276599,917.6287366732054,466.1637980784882,916.3107712950443,466.7230620276599,607.0814786525925,0.0,715.2244954965544,0,1170.4125784439743,1170.0000098242358,0.41257844397432564,9.824235803534975e-06,2.4883147846511826,2.688145866446849e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,466.1638,916.3107698722574,466.2Hz_ongrid,3,466.55526892196855,917.2891336088187,466.1637980788561,916.3107712948375,466.55526892196855,607.0627159361109,0.0,714.6371756415097,0,1170.394264927562,1170.000009822479,0.39426492756206244,9.822478887144825e-06,1.8474878523199052,2.6877553046881105e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,466.1638,916.3107698722574,466.2Hz_ongrid,4,466.61289545974734,917.2612876661813,466.1637980790713,916.310771295337,466.61289545974734,605.6100812219822,0.0,718.732238353958,0,1170.1278894077657,1170.000009822623,0.1278894077656787,9.822623042055056e-06,1.7949323668265535,2.688699034134669e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1175.0,440.0,867.383614803365,440Hz_ongrid,0,439.9881580224735,869.5632939108336,439.9999989180756,867.383617739749,439.9881580224735,584.125190024746,0.0,688.8161292581392,0,1179.391616805226,1175.0000101177711,4.391616805226022,1.011777112580603e-05,4.345022462980771,5.86080665428572e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1175.0,440.0,867.383614803365,440Hz_ongrid,1,440.03396419760026,869.478967461168,439.9999989103772,867.3836177384709,440.03396419760026,869.478967461168,0.0,0.0,0,1179.0434956564948,1175.0000101455107,4.04349565649477,1.0145510714210104e-05,4.177126806555111,5.8582557017008355e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1175.0,440.0,867.383614803365,440Hz_ongrid,2,440.03605778491067,869.6684340595625,439.99999891244676,867.3836177386348,440.03605778491067,869.6684340595625,0.0,0.0,0,1179.412467837191,1175.0000101376947,4.4124678371908885,1.0137694744116743e-05,4.554335808290515,5.8585832200254786e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1175.0,440.0,867.383614803365,440Hz_ongrid,3,440.02660203812013,870.4928454865687,439.99999891242237,867.3836177397714,440.02660203812013,870.4928454865687,0.0,0.0,0,1181.0900343085584,1175.0000101400592,6.090034308558415,1.0140059202967677e-05,6.194700131331212,5.860851630393681e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1175.0,440.0,867.383614803365,440Hz_ongrid,4,440.0113902302071,869.7442131928614,439.999998904486,867.3836177372982,440.0113902302071,869.7442131928614,0.0,0.0,0,1179.6603657786316,1175.0000101663497,4.660365778631558,1.0166349738938152e-05,4.705181458476995,5.855915406442127e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1175.0,442.5489,872.408328657393,442.5Hz_+10.0c,0,442.39392428485183,874.7305809926766,442.54889768888347,872.4083282744303,442.39392428485183,874.7305809926766,0.0,0.0,0,1180.2085918484202,1175.000008281035,5.208591848420156,8.281034979518154e-06,4.602226713356062,-7.599628366063707e-07
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1175.0,442.5489,872.408328657393,442.5Hz_+10.0c,1,442.37727839740086,876.1665474119345,442.54889767998543,872.4083282735731,442.37727839740086,876.2499708348719,0.0,-0.164830071942574,0,1183.1134147903006,1175.0000083141426,8.113414790300567,8.314142633025767e-06,7.441907555113418,-7.616638560806439e-07
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1175.0,442.5489,872.408328657393,442.5Hz_+10.0c,2,442.0339434957085,874.9072652205658,442.5488976863752,872.4083282761497,442.0339434957085,874.9072652205658,0.0,0.0,0,1181.967540947725,1175.000008294259,6.967540947724956,8.294259032481932e-06,4.951878217473857,-7.565508029671329e-07
